,username,created_at,verified,followers_count,date,timezone,tweet,nlikes,nreplies,nretweets,lang,sentiment,emotion,hate_speech
33,9059,1648074160000.0,False,83739,2022-03-23 16:22:40,-600,Un Tesla vuela por los aires en una calle de Los Ángeles y acaba estrellándose contra otros coches   url,20,1,5,es,NEU,others,['NEU']
34,9059,1648073686000.0,False,83739,2022-03-23 16:14:46,-600,Emilio Alvarez defiende a Sandra Cuevas: Sí hubo voto de castigo en la Alcaldía Cuauhtémoc   url,3,0,1,es,NEG,others,['NEU']
35,9059,1648073420000.0,False,83739,2022-03-23 16:10:20,-600,"El presidente de la Reserva Federal de EE.UU., Jerome Powell, reiteró que las criptodivisas exigen desarrollar nuevas regulaciones para reforzar la protección ante las ""preocupaciones potenciales para la estabilidad financiera"" en medio de su auge.  url",2,0,2,es,NEU,others,['NEU']
36,9059,1648071495000.0,False,83739,2022-03-23 15:38:15,-600,La UEFA confirmó que las federaciones de Rusia y Turquía han declarado su interés para organizar la Eurocopa de 2028 o la de 2032. La designación se hará en septiembre de 2023.,3,0,0,es,NEU,others,['NEU']
37,9059,1648060405000.0,False,83739,2022-03-23 12:33:25,-600,"La ciudad de Miami Beach ha decidido imponer un toque de queda nocturno este fin de semana para frenar una ola de violencia con armas de fuego durante el ""Spring Break"", las vacaciones de primavera que atraen cada año a miles de personas al sur del estado de Florida.  url",7,0,3,es,NEU,others,['NEU']
38,9059,1648019422000.0,False,83739,2022-03-23 01:10:22,-600,"""No menos, como a cinco"": Beatriz Gutiérrez hace broma sobre EPN y AMLO la desaprueba  url",3,0,0,es,NEG,others,['NEU']
39,9059,1648016753000.0,False,83739,2022-03-23 00:25:53,-600,"La Comisión de Salud Pública ha dado luz verde a la nueva estrategia que normalizará la covid a partir del próximo 28 de marzo, cuando se eliminarán los aislamientos de las personas asintomáticas y dejarán de hacerse pruebas con carácter general",1,0,0,es,NEU,others,['NEU']
40,9059,1648016053000.0,False,83739,2022-03-23 00:14:13,-600,"Esto dijo el gobernador Mauricio Kuri cerca del Areopuerto Internacional Felipe Ángeles ""AIFA"".  url",3,0,0,es,NEU,others,['NEU']
41,9059,1647980105000.0,False,83739,2022-03-22 14:15:05,-600,"Elon Musk, mostró su alegría en la inauguración de su ""megafábrica"" de autos eléctricos cerca de Berlín este martes  url",23,0,7,es,POS,others,['NEU']
42,9059,1647900832000.0,False,83739,2022-03-21 16:13:52,-600,"Se le acaba la ""gasolina"" a Daddy Yankee anuncia su retiro de la música tras 32 años de carrera con emotivo video, se despide de sus fans; dice que siempre trabajó para inspirar a los niños   url",20,0,4,es,NEU,others,['NEU']
43,9059,1647896111000.0,False,83739,2022-03-21 14:55:11,-600,"En el lugar y al verse su integridad en riesgo tuvieron que hacer maniobras para contener la amenaza"" dijo el Coordinador de Protección Civil de Humilpan, Salvador Oliva.",0,0,1,es,NEG,others,['NEU']
44,9059,1647896111000.0,False,83739,2022-03-21 14:55:11,-600,"El felino rompe el cerco de seguridad tornándose sumamente agresivo causando la muerte de un ovino y causando lesiones a un caballo, motivo por el cual el personal que se encontraba",0,1,1,es,NEG,others,['NEU']
45,9059,1647896059000.0,False,83739,2022-03-21 14:54:19,-600,"Autoridades matan a tigre capturado en Huimilpan para proteger a la ciudadanía.   Sin embargo, el felino al intentar evadirlos le dispararon con la intención de proteger a la ciudadanía.",1,1,1,es,NEG,others,['NEU']
46,9059,1647891982000.0,False,83739,2022-03-21 13:46:22,-600,Deportes:  Carlos Acevedo es convocado a la Selección Mexicana.  url,5,0,1,es,NEU,others,['NEU']
47,9059,1647891832000.0,False,83739,2022-03-21 13:43:52,-600,Sánchez logra el apoyo de Macron para reformar los precios de la energía.   url,2,0,0,es,NEU,others,['NEU']
48,9059,1647891742000.0,False,83739,2022-03-21 13:42:22,-600,AL MOMENTO:  Acuerdo político en UE para dar a Ucrania 500 millones más en apoyo militar.,1,0,0,es,NEU,others,['NEU']
49,9059,1647890758000.0,False,83739,2022-03-21 13:25:58,-600,"Demi Moore ""justdemi"" luce un elegante mono negro en el desfile de Saint Laurent en la Semana de la Moda de París  url",3,0,0,es,NEU,others,['NEU']
50,9059,1647889958000.0,False,83739,2022-03-21 13:12:38,-600,"Con la develación de placa, concluye así la inauguración del nuevo Aeropuerto Internacional Felipe Ángeles.  url",0,0,0,es,NEU,others,['NEU']
51,9059,1647882417000.0,False,83739,2022-03-21 11:06:57,-600,En 2 años y medio construimos un aeropuerto en Santa Lucía y resolvimos una necesidad fundamental para la región y para el país. Se hizo sin robar y sin mentirle al Pueblo.  AMLO  url,0,0,0,es,POS,others,['NEU']
52,9059,1647882356000.0,False,83739,2022-03-21 11:05:56,-600,"Despega el primer vuelo desde el AIFA en Santa Lucía, reporta 20 minutos de retraso  url",0,0,2,es,NEG,others,['NEU']
53,9059,1647882255000.0,False,83739,2022-03-21 11:04:15,-600,"Daddy-Yankee anuncia oficialmente su retiro ; ""al fin veo la meta""  ""Ustedes me dieron la llave para abrir las puertas y convertir este género en el más grande""  url",33,1,6,es,POS,others,['NEU']
54,9059,1647878670000.0,False,83739,2022-03-21 10:04:30,-600,"""Misión cumplida"", López Obrador sobre el nuevo AIFA  url",0,1,0,es,POS,others,['NEU']
55,9059,1647878224000.0,False,83739,2022-03-21 09:57:04,-600,Aerolínea china reporta muertos en accidente de avión con 132 personas a bordo.  url,19,0,4,es,NEU,others,['NEU']
56,9059,1647827543000.0,False,83739,2022-03-20 19:52:23,-600,"""Hice lo mejor que pude en las últimas semanas. Hoy se me hizo imposible"", Rafael Nadal.  url",13,0,3,es,NEG,others,['NEU']
57,9059,1647798722000.0,False,83739,2022-03-20 11:52:02,-600,"Petro instó a todos los partidos políticos rechazar la invitación al ""golpe de estado que ha hecho Uribe""  url",0,0,1,es,NEU,others,['NEU']
58,9059,1647797638000.0,False,83739,2022-03-20 11:33:58,-600,Louis Vuitton lanza zapatillas deportivas de  960 que se parecen mucho a un par de  14.99.  url,2,1,2,es,NEU,others,['NEU']
59,9059,1647713945000.0,False,83739,2022-03-19 12:19:05,-600,La FGJCDMX aclaró que la suspensión temporal del cargo a Sandra Cuevas como alcaldesa de Cuauhtémoc no implica una destitución.  url,1,0,1,es,NEU,others,['NEU']
60,9059,1647704323000.0,False,83739,2022-03-19 09:38:43,-600,El CEO de Facebook Mark Zuckerberg ha confirmado que los NFT van a llegar a Instagram.,1,0,1,es,NEU,others,['NEU']
61,9059,1647677345000.0,False,83739,2022-03-19 02:09:05,-600,Camionero afortunado de perder el tráfico y evitar lesiones graves después de estrellarse en la carretera  url,0,0,0,es,NEU,others,['NEU']
62,9059,1647641963000.0,False,83739,2022-03-18 16:19:23,-600,Así serán las nuevas medidas de seguridad en el Cuauhtémoc para el partido de hoy contra Santos.  url,0,0,1,es,NEU,others,['NEU']
63,9059,1647639980000.0,False,83739,2022-03-18 15:46:20,-600,"Baño de masas de Putin  El presidente ruso celebra anexión de Crimea y mantiene su retórica.   La Unión Europea mantiene la comunicación abierta con el mandatario ruso. De poco sirve, sentencia el periodista Ricardo Marquina.   url",2,0,1,es,NEU,others,['NEU']
64,9059,1647638479000.0,False,83739,2022-03-18 15:21:19,-600,"El presidente de Francia, Emmanuel Macron, pidió a su homólogo ruso, Vladímir Putin, medidas ""concretas y verificables"" sobre un levantamiento del cerco a Mariúpol, así como un alto el fuego inmediato y que se permita el acceso de la ayuda humanitaria.",0,0,0,es,NEU,others,['NEU']
65,9059,1647636114000.0,False,83739,2022-03-18 14:41:54,-600,"Ferrocarril ""El Chepe"" está en Altamira causa euforia en la zona. emoji tren emoji   url",4,0,1,es,NEU,others,['NEU']
66,9059,1647633833000.0,False,83739,2022-03-18 14:03:53,-600,"SISMO Magnitud 4.8 Loc  6 km al SUROESTE de ACAPULCO, GRO 18/03/22 13:53:51 Lat 16.85 Lon -99.95 Pf 22 km",0,0,1,es,NEG,others,['NEU']
67,9059,1647633510000.0,False,83739,2022-03-18 13:58:30,-600,"Se activa la alerta sísmica, favor de evacuar y resguardarse en un lugar seguro.",5,1,1,es,NEU,others,['NEU']
68,9059,1647576945000.0,False,83739,2022-03-17 22:15:45,-600,"No hay tal Tarifazo. No caigan en mentiras ni desinformación dice el Gobernador de Nuevo León, Samuel García.",0,0,0,es,NEG,others,['NEU']
69,9059,1647573529000.0,False,83739,2022-03-17 21:18:49,-600,"AMLO anuncia documental 'Una obra del pueblo' sobre construcción del AIFA  ""Es un homenaje a quienes construyeron el aeropuerto, una entrevista larga con el Presidente"", adelantó el productor Epigmenio Ibarra   url",1,0,0,es,POS,others,['NEU']
70,9059,1647573228000.0,False,83739,2022-03-17 21:13:48,-600,Hogwarts Legacy es un sueño para todos los fans de Harry Potter.   url,21,0,7,es,POS,others,['NEU']
71,9059,1647573091000.0,False,83739,2022-03-17 21:11:31,-600,"Tras determinar que el ejemplar contaba con un buen estado físico y no presentaba características de improntación, fue trasladado a una zona apta para su liberación.",10,0,2,es,NEU,others,['NEU']
72,9059,1647572970000.0,False,83739,2022-03-17 21:09:30,-600,La PROFEPA de Nuevo León informó que liberó un margay (Leopardus wiedii).  Los ciudadanos que realizaron el reporte señalaron que el ejemplar bajó de la sierra.  url,33,1,5,es,NEG,others,['NEU']
73,9059,1647543915000.0,False,83739,2022-03-17 13:05:15,-600,El Tribunal Constitucional de Perú aprueba liberar al expresidente Alberto Fujimori.  url,2,0,0,es,NEU,others,['NEU']
74,9059,1647543490000.0,False,83739,2022-03-17 12:58:10,-600,"Sandra Cuevas comparece en Reclusorio Norte. Afuera del reclusorio, ubicado en la alcaldía Gustavo A. Madero, afirmó que esto es una persecución política de la Jefa de Gobierno, ""una mujer que va en contra de otra mujer"".   url",1,0,0,es,NEG,others,['NEU']
75,9059,1647536970000.0,False,83739,2022-03-17 11:09:30,-600,"El presidente de Estados Unidos, Joe Biden, mantendrá este viernes una conversación telefónica con su homólogo chino, Xi Jinping, en la que tratarán la invasión de Ucrania por parte de Rusia, entre otros asuntos.  url",0,0,1,es,NEU,others,['NEU']
76,9059,1647531701000.0,False,83739,2022-03-17 09:41:41,-600,"""En unas horas no solamente se definirá el futuro jurídico de Sandra Cuevas, también si seguirá al frente de la alcaldía Cuauhtémoc"".",0,0,0,es,NEU,others,['NEU']
77,9059,1647531423000.0,False,83739,2022-03-17 09:37:03,-600,Estoy preparada para ir a prisión: Sandra Cuevas  url,1,1,0,es,NEU,others,['NEU']
78,9059,1647479312000.0,False,83739,2022-03-16 19:08:32,-600,"Mikel Arriola presidente de la LigaBBVAMX, advierte que el fin de las barras está próximo.  url",0,0,0,es,NEG,others,['NEU']
79,9059,1647477863000.0,False,83739,2022-03-16 18:44:23,-600,"El Banco Mundial alerta del ""estancamiento"" de la productividad en México",2,0,0,es,NEG,others,['NEU']
80,5092,1648231994000.0,False,44758,2022-03-25 12:13:14,-600,"Las utopí as de la @usuario tienen también un enfoque educativo, donde  siempre se pueden obtener nuevos conocimientos. Les invito a acudir a los Talleres de Astronomía y viajar a través del universo sin salir de iztapalapa.",5,0,1,es,NEU,others,['NEU']
81,5092,1648218635000.0,False,44758,2022-03-25 08:30:35,-600,Usar el cubrebocas correctamente reduce las probabilidades de contagiarte de covid19.   Póntelo siempre que salgas de casa o al entrar en contacto con otras personas.  emoji cara con mascarilla médica emoji   no bajes la guardia  url,9,0,2,es,NEU,others,['NEU']
82,5092,1648163522000.0,False,44758,2022-03-24 17:12:02,-600,"¿Sabes qué hacer en caso de un sismo? Considera las siguientes recomendaciones y, ante todo, conserva la calma y sigue las indicaciones de las brigadas de Protección Civil.  url",30,3,11,es,NEU,others,['NEU']
83,5092,1648161732000.0,False,44758,2022-03-24 16:42:12,-600,"Visibilizar la violencia que viven en sus diferentes entornos, previniendo temas relacionados al acoso escolar, violencia física o psicológica; así como fomentar el conocimiento de sus derechos y establecer estrategias para garantizar su cumplimiento efectivo.",3,0,1,es,NEU,others,['NEU']
84,5092,1648161731000.0,False,44758,2022-03-24 16:42:11,-600,"Prevención de todo tipo de violencia en contra de niñas, niñas y adolescentes.  Promoción de los derechos de las nna.  El objetivo es impulsar acciones que permitan igualar sus oportunidades de desarrollo;",3,1,1,es,NEU,others,['NEU']
85,5092,1648161731000.0,False,44758,2022-03-24 16:42:11,-600,"El sipinna trabajará por medio de las siguientes comisiones, en donde, a través de las actividades de las distintas áreas que conforman la @usuario, se priorizará en todo momento el interés superior de la niñez y adolescencia:  Primera infancia.",4,1,1,es,NEU,others,['NEU']
86,5092,1648161730000.0,False,44758,2022-03-24 16:42:10,-600,"Para garantizar los derechos de niñas, niños y adolescentes de iztapalapa e impulsar acciones y estrategias en favor de su sano crecimiento y desarrollo, este jueves llevamos a cabo la instalación del sipinna de la @usuario, el cual presido.  url",29,4,8,es,POS,others,['NEU']
87,5092,1648131602000.0,False,44758,2022-03-24 08:20:02,-600,Continúa atendiendo las medidas preventivas y usa siempre cubrebocas al salir de casa o entrar en contacto con otras personas.  no bajes la guardia  url,18,0,8,es,NEU,others,['NEU']
88,5092,1648080347000.0,False,44758,2022-03-23 18:05:47,-600,"En época de estiaje se incrementa el riesgo de incendios forestales  emoji fuego emoji  emoji fuego emoji , por lo que es importante conocer las medidas de prevención y seguridad  emoji dorso de mano con índice hacia abajo emoji  en caso de presentarse alguno. Para reporte de emergencias, llama a la @usuario 55 5445111 o a Base Esparta PC 55 54451178.  url",26,2,6,es,NEU,others,['NEU']
89,5092,1648078823000.0,False,44758,2022-03-23 17:40:23,-600,"En caso de algún desastre natural o afectaciones por el clima, la prevención hace la diferencia; ten siempre a la mano tu mochila de emergencia  emoji mochila escolar emoji , conoce aquí  emoji dorso de mano con índice hacia abajo emoji  lo que debe contener.  protección civil  url",25,1,8,es,NEU,others,['NEU']
90,5092,1648071510000.0,False,44758,2022-03-23 15:38:30,-600,"Con deporte y alternativas sanas de recreación y esparcimiento se transforma la vida de niñas, niños y jóvenes, y construimos la paz en iztapalapa.",17,6,5,es,POS,joy,['NEU']
91,5092,1648044991000.0,False,44758,2022-03-23 08:16:31,-600,"Vayas donde vayas, usa cubrebocas.  no bajes la guardia y sigue atendiendo las medidas básicas de prevención.  url",31,0,9,es,NEU,others,['NEU']
92,5092,1648013894000.0,False,44758,2022-03-22 23:38:14,-600,"Corte de casos confirmados acumulados, activos y recuperados de covid19 en iztapalapa al martes 22 de marzo de 2022.   no bajes la guardia  url",19,0,7,es,NEU,others,['NEU']
93,5092,1647985279000.0,False,44758,2022-03-22 15:41:19,-600,Fomentamos el deporte comunitario como una foma de cuidado de la salud y para construir la paz en iztapalapa. ¡Acércate a las utopí as y conoce la oferta deportiva y cultual!,8,1,2,es,POS,others,['NEU']
94,5092,1647979547000.0,False,44758,2022-03-22 14:05:47,-600,Una dieta saludable y nutritiva  emoji tomate emoji  emoji verdura de hoja verde emoji  emoji zanahoria emoji  emoji berenjena emoji  emoji manzana roja emoji  emoji uvas emoji  emoji aguacate emoji  es fundamental para fortalecer tu sistema inmunológico y prevenir enfermedades como el covid19. toma nota de estas  emoji dorso de mano con índice hacia abajo emoji  recomendaciones:  no bajes la guardia  url,21,0,5,es,NEU,others,['NEU']
95,5092,1647958457000.0,False,44758,2022-03-22 08:14:17,-600,"Realicemos nuestras actividades con responsabilidad, por tu seguridad no olvides usar cubrebocas  emoji cara con mascarilla médica emoji  siempre que salgas de casa o al entrar en contacto con otras personas.  no bajes la guardia  url",11,1,2,es,NEU,others,['NEU']
96,5092,1647913411000.0,False,44758,2022-03-21 19:43:31,-600,"¡Una nueva primavera para nuestro país despega hoy! En el aniversario del natalicio de Benito Juárez, se inaugura el @usuario, magnífica obra de ingeniería del Ejército Mexicano que en su momento, con tu voto decidiste se llevara a cabo en Santa Lucía aifaorgullo nacional  url",49,6,8,es,POS,joy,['NEU']
97,5092,1647899384000.0,False,44758,2022-03-21 15:49:44,-600,En las utopí as de la @usuario el deporte y la cultura están al alcance de todas y todos. ¡Visítalas!,10,1,2,es,POS,others,['NEU']
98,5092,1647883394000.0,False,44758,2022-03-21 11:23:14,-600,¡Día histórico para México!  aifaorgullo nacional,28,0,7,es,POS,joy,['NEU']
99,5092,1647876918000.0,False,44758,2022-03-21 09:35:18,-600,"Con la participación de más de 3 mil mujeres se realizó ayer la vigésima edición de la carrera de la mujer. En la @usuario trabajamos por mujeres siempre vivas, libres, seguras, iguales y plenas. iztapalapa mujer   url",23,0,3,es,POS,joy,['NEU']
100,5092,1647873149000.0,False,44758,2022-03-21 08:32:29,-600,El uso del cubrebocas  emoji cara con mascarilla médica emoji  sigue siendo básico para evitar contagiarte de covid19. ¡Úsalo siempre que salgas de casa!  no bajes la guardia  url,25,0,6,es,NEU,others,['NEU']
101,5092,1647824353000.0,False,44758,2022-03-20 18:59:13,-600,"En las utopí as construimos la paz en iztapalapa a través del deporte y la cultura. Ven y practica tu disciplina favorita, como judo, y cambiemos la nota roja por la nota deportiva.",22,1,3,es,POS,others,['NEU']
102,5092,1647810862000.0,False,44758,2022-03-20 15:14:22,-600,"Una fuga de gas en casa puede ser muy peligrosa  emoji advertencia emoji . toma nota de las siguientes recomendaciones en caso de detectar alguna. emoji dorso de mano con índice hacia abajo emoji  Para emergencias, llama a la @usuario 55 5445111 o a la Base Esparta PC 55 54451178. Recuerda que la protección civil la hacemos todas y todos.  url",24,2,11,es,NEU,others,['NEU']
103,5092,1647799054000.0,False,44758,2022-03-20 11:57:34,-600,"La XX carrera de la mujer iztapalapa 2022 se realiza en el marco de la conmemoración del 8 m día internacional de la mujer y representa la lucha de todas las mujeres, quienes debemos seguir alzando la voz contra todas las desigualdades.   iztapalapa mujer  url",13,0,2,es,NEU,others,['NEU']
104,5092,1647798751000.0,False,44758,2022-03-20 11:52:31,-600,"Felicito a las ganadoras de la XX carrera de la mujer: Roxana López Ramírez (Absoluta Iztapalapense) y Cindy Meza Domínguez (Absoluta Foránea), así como a las vencedoras en cada categoría y a todas las participantes.   ¡Son un gran ejemplo de esfuerzo, disciplina y compromiso!  url",12,0,1,es,POS,joy,['NEU']
105,5092,1647796020000.0,False,44758,2022-03-20 11:07:00,-600,"Por mujeres siempre vivas, libres, seguras, iguales y plenas, ahora tenemos en la @usuario varias pistas de tartán para que las mujeres de iztapalapa puedan practicar atletismo, así como entrenar y prepararse para eventos como la XX carrera de la mujer.  url",18,0,5,es,POS,joy,['NEU']
106,5092,1647795775000.0,False,44758,2022-03-20 11:02:55,-600,¡Un gran éxito la XX carrera de la mujer iztapalapa 2022! Más de 3 mil mujeres se dieron cita esta mañana para participar en ésta que será la primera de 6 carreras que realizaremos este año en la @usuario para garantizar el derecho al deporte y a la salud de la población.  url,39,4,8,es,POS,joy,['NEU']
107,5092,1647787403000.0,False,44758,2022-03-20 08:43:23,-600,en vivo: Llevamos a cabo la entrega de medallas y premios a la ganadora absoluta y a las triunfadoras en las categorías Iztapalapense y Foránea de la XX carrera de la mujer iztapalapa 2022.  iztapalapa mujer día internacional de la mujer   url,7,0,0,es,POS,others,['NEU']
108,5092,1647785005000.0,False,44758,2022-03-20 08:03:25,-600,"en vivo  emoji círculo rojo grande emoji  emoji cámara de cine emoji : Por mujeres siempre libres, seguras, iguales y plenas, garantizamos su derecho a la salud y el deporte con la XX carrera de la mujer iztapalapa 2022.   ¡En sus marcas, listas... fuera! 🏃‍   url  url",10,0,4,es,NEU,others,['NEU']
109,5092,1647783558000.0,False,44758,2022-03-20 07:39:18,-600,Usar el cubrebocas correctamente reduce las probabilidades de contagiarte de covid19.   Póntelo siempre que salgas de casa o al entrar en contacto con otras personas.  emoji cara con mascarilla médica emoji   no bajes la guardia  url,16,2,4,es,NEU,others,['NEU']
110,5092,1647735418000.0,False,44758,2022-03-19 18:16:58,-600,"Tras varias mesas de trabajo con el @usuario y habiendo cambiado las condiciones respecto a los dos años anteriores, se decidió, de manera conjunta, dar un paso adelante y realizar la 179 representación de semana santa en iztapalapa de manera mixta. Conoce aquí  emoji dorso de mano con índice hacia abajo emoji  los detalles.  url",14,1,4,es,NEU,others,['NEU']
